"Plot Title: Waterlab"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309220, SEN S/N: 20309220)","Event, units (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Attached (LGR S/N: 20309220)","Coupler Detached (LGR S/N: 20309220)","Host Connected (LGR S/N: 20309220)","End Of File (LGR S/N: 20309220)"
526,06/13/19 06:00:00 PM,65.338,,,,,
527,06/13/19 07:00:00 PM,61.741,,,,,
528,06/13/19 08:00:00 PM,59.337,,,,,
529,06/13/19 09:00:00 PM,58.303,,,,,
530,06/13/19 10:00:00 PM,57.096,,,,,
531,06/13/19 11:00:00 PM,56.230,,,,,
532,06/14/19 12:00:00 AM,56.230,,,,,
533,06/14/19 01:00:00 AM,55.711,,,,,
534,06/14/19 02:00:00 AM,55.537,,,,,
535,06/14/19 03:00:00 AM,55.711,,,,,
536,06/14/19 04:00:00 AM,55.711,,,,,
537,06/14/19 05:00:00 AM,55.189,,,,,
538,06/14/19 06:00:00 AM,55.364,,,,,
539,06/14/19 07:00:00 AM,55.711,,,,,
540,06/14/19 08:00:00 AM,57.785,,,,,
541,06/14/19 09:00:00 AM,60.712,,,,,
542,06/14/19 10:00:00 AM,61.912,,,,,
543,06/14/19 11:00:00 AM,63.455,,,,,
544,06/14/19 12:00:00 PM,66.537,,,,,
545,06/14/19 01:00:00 PM,68.934,,,,,
546,06/14/19 02:00:00 PM,68.248,,,,,
547,06/14/19 03:00:00 PM,69.107,,,,,
548,06/14/19 04:00:00 PM,68.592,,,,,
549,06/14/19 05:00:00 PM,63.111,,,,,
550,06/14/19 06:00:00 PM,62.254,,,,,
551,06/14/19 07:00:00 PM,59.164,,,,,
552,06/14/19 08:00:00 PM,55.711,,,,,
553,06/14/19 09:00:00 PM,53.274,,,,,
554,06/14/19 10:00:00 PM,53.274,,,,,
555,06/14/19 11:00:00 PM,53.798,,,,,
556,06/15/19 12:00:00 AM,53.274,,,,,
557,06/15/19 01:00:00 AM,52.750,,,,,
558,06/15/19 02:00:00 AM,52.750,,,,,
559,06/15/19 03:00:00 AM,52.576,,,,,
560,06/15/19 04:00:00 AM,52.401,,,,,
561,06/15/19 05:00:00 AM,52.576,,,,,
562,06/15/19 06:00:00 AM,51.874,,,,,
563,06/15/19 07:00:00 AM,53.274,,,,,
564,06/15/19 08:00:00 AM,57.785,,,,,
565,06/15/19 09:00:00 AM,62.598,,,,,
566,06/15/19 10:00:00 AM,65.851,,,,,
567,06/15/19 11:00:00 AM,72.718,,,,,
568,06/15/19 12:00:00 PM,74.964,,,,,
569,06/15/19 01:00:00 PM,76.876,,,,,
570,06/15/19 02:00:00 PM,72.545,,,,,
571,06/15/19 03:00:00 PM,69.793,,,,,
572,06/15/19 04:00:00 PM,68.248,,,,,
573,06/15/19 05:00:00 PM,65.680,,,,,
574,06/15/19 06:00:00 PM,61.569,,,,,
575,06/15/19 07:00:00 PM,59.851,,,,,
576,06/15/19 08:00:00 PM,58.993,,,,,
577,06/15/19 09:00:00 PM,55.189,,,,,
578,06/15/19 10:00:00 PM,55.189,,,,,
579,06/15/19 11:00:00 PM,55.364,,,,,
580,06/16/19 12:00:00 AM,54.669,,,,,
581,06/16/19 01:00:00 AM,54.495,,,,,
582,06/16/19 02:00:00 AM,54.495,,,,,
583,06/16/19 03:00:00 AM,54.322,,,,,
584,06/16/19 04:00:00 AM,53.973,,,,,
585,06/16/19 05:00:00 AM,53.274,,,,,
586,06/16/19 06:00:00 AM,53.623,,,,,
587,06/16/19 07:00:00 AM,54.669,,,,,
588,06/16/19 08:00:00 AM,57.441,,,,,
589,06/16/19 09:00:00 AM,59.680,,,,,
590,06/16/19 10:00:00 AM,61.569,,,,,
591,06/16/19 11:00:00 AM,64.652,,,,,
592,06/16/19 12:00:00 PM,67.221,,,,,
593,06/16/19 01:00:00 PM,67.392,,,,,
594,06/16/19 02:00:00 PM,71.512,,,,,
595,06/16/19 03:00:00 PM,68.248,,,,,
596,06/16/19 04:00:00 PM,67.050,,,,,
597,06/16/19 05:00:00 PM,63.282,,,,,
598,06/16/19 06:00:00 PM,59.508,,,,,
599,06/16/19 07:00:00 PM,58.820,,,,,
600,06/16/19 08:00:00 PM,55.884,,,,,
601,06/16/19 09:00:00 PM,55.017,,,,,
602,06/16/19 10:00:00 PM,54.495,,,,,
603,06/16/19 11:00:00 PM,54.495,,,,,
604,06/17/19 12:00:00 AM,53.623,,,,,
605,06/17/19 01:00:00 AM,53.100,,,,,
606,06/17/19 02:00:00 AM,52.925,,,,,
607,06/17/19 03:00:00 AM,52.925,,,,,
608,06/17/19 04:00:00 AM,52.925,,,,,
609,06/17/19 05:00:00 AM,52.401,,,,,
610,06/17/19 06:00:00 AM,52.576,,,,,
611,06/17/19 07:00:00 AM,53.798,,,,,
612,06/17/19 08:00:00 AM,54.842,,,,,
613,06/17/19 09:00:00 AM,55.884,,,,,
614,06/17/19 10:00:00 AM,59.851,,,,,
615,06/17/19 11:00:00 AM,64.310,,,,,
616,06/17/19 12:00:00 PM,69.278,,,,,
617,06/17/19 01:00:00 PM,77.225,,,,,
618,06/17/19 02:00:00 PM,73.926,,,,,
619,06/17/19 03:00:00 PM,71.683,,,,,
620,06/17/19 04:00:00 PM,70.651,,,,,
621,06/17/19 05:00:00 PM,67.050,,,,,
622,06/17/19 06:00:00 PM,65.680,,,,,
623,06/17/19 07:00:00 PM,62.254,,,,,
624,06/17/19 08:00:00 PM,57.785,,,,,
625,06/17/19 09:00:00 PM,55.884,,,,,
626,06/17/19 10:00:00 PM,55.189,,,,,
627,06/17/19 11:00:00 PM,52.925,,,,,
628,06/18/19 12:00:00 AM,51.172,,,,,
629,06/18/19 01:00:00 AM,49.759,,,,,
630,06/18/19 02:00:00 AM,50.643,,,,,
631,06/18/19 03:00:00 AM,51.346,,,,,
632,06/18/19 04:00:00 AM,50.643,,,,,
633,06/18/19 05:00:00 AM,50.643,,,,,
634,06/18/19 06:00:00 AM,50.466,,,,,
635,06/18/19 07:00:00 AM,51.874,,,,,
636,06/18/19 08:00:00 AM,65.167,,,,,
637,06/18/19 09:00:00 AM,69.107,,,,,
638,06/18/19 10:00:00 AM,70.995,,,,,
639,06/18/19 11:00:00 AM,81.266,,,,,
640,06/18/19 12:00:00 PM,81.975,,,,,
641,06/18/19 01:00:00 PM,80.735,,,,,
642,06/18/19 02:00:00 PM,78.098,,,,,
643,06/18/19 03:00:00 PM,75.139,,,,,
644,06/18/19 04:00:00 PM,74.271,,,,,
645,06/18/19 05:00:00 PM,69.793,,,,,
646,06/18/19 06:00:00 PM,67.050,,,,,
647,06/18/19 07:00:00 PM,62.769,,,,,
648,06/18/19 08:00:00 PM,59.680,,,,,
649,06/18/19 09:00:00 PM,58.131,,,,,
650,06/18/19 10:00:00 PM,57.441,,,,,
651,06/18/19 11:00:00 PM,57.268,,,,,
652,06/19/19 12:00:00 AM,57.096,,,,,
653,06/19/19 01:00:00 AM,56.923,,,,,
654,06/19/19 02:00:00 AM,57.096,,,,,
655,06/19/19 03:00:00 AM,56.923,,,,,
656,06/19/19 04:00:00 AM,57.096,,,,,
657,06/19/19 05:00:00 AM,57.096,,,,,
658,06/19/19 06:00:00 AM,57.096,,,,,
659,06/19/19 07:00:00 AM,57.614,,,,,
660,06/19/19 08:00:00 AM,59.680,,,,,
661,06/19/19 09:00:00 AM,61.912,,,,,
662,06/19/19 10:00:00 AM,64.825,,,,,
663,06/19/19 11:00:00 AM,69.964,,,,,
664,06/19/19 12:00:00 PM,72.545,,,,,
665,06/19/19 01:00:00 PM,80.029,,,,,
666,06/19/19 02:00:00 PM,76.354,,,,,
667,06/19/19 03:00:00 PM,73.753,,,,,
668,06/19/19 04:00:00 PM,73.062,,,,,
669,06/19/19 05:00:00 PM,69.622,,,,,
670,06/19/19 06:00:00 PM,68.248,,,,,
671,06/19/19 07:00:00 PM,63.282,,,,,
672,06/19/19 08:00:00 PM,61.227,,,,,
673,06/19/19 09:00:00 PM,59.508,,,,,
674,06/19/19 10:00:00 PM,58.993,,,,,
675,06/19/19 11:00:00 PM,58.303,,,,,
676,06/20/19 12:00:00 AM,57.614,,,,,
677,06/20/19 01:00:00 AM,57.441,,,,,
678,06/20/19 02:00:00 AM,57.268,,,,,
679,06/20/19 03:00:00 AM,57.096,,,,,
680,06/20/19 04:00:00 AM,56.750,,,,,
681,06/20/19 04:38:08 AM,,0.14,,,,
682,06/20/19 05:00:00 AM,56.230,,,,,
683,06/20/19 05:50:27 AM,,0.15,,,,
684,06/20/19 06:00:00 AM,55.884,,,,,
685,06/20/19 07:00:00 AM,55.884,,,,,
686,06/20/19 07:07:27 AM,,0.16,,,,
687,06/20/19 07:57:58 AM,,0.17,,,,
688,06/20/19 07:57:59 AM,,0.18,,,,
689,06/20/19 08:00:00 AM,56.923,,,,,
690,06/20/19 09:00:00 AM,59.164,,,,,
691,06/20/19 10:00:00 AM,62.769,,,,,
692,06/20/19 11:00:00 AM,68.248,,,,,
693,06/20/19 12:00:00 PM,72.028,,,,,
694,06/20/19 01:00:00 PM,73.407,,,,,
695,06/20/19 02:00:00 PM,73.234,,,,,
696,06/20/19 03:00:00 PM,75.312,,,,,
697,06/20/19 04:00:00 PM,74.964,,,,,
698,06/20/19 05:00:00 PM,69.107,,,,,
699,06/20/19 06:00:00 PM,67.050,,,,,
700,06/20/19 07:00:00 PM,63.455,,,,,
701,06/20/19 08:00:00 PM,60.195,,,,,
702,06/20/19 09:00:00 PM,58.820,,,,,
703,06/20/19 10:00:00 PM,57.958,,,,,
704,06/20/19 11:00:00 PM,57.441,,,,,
705,06/21/19 12:00:00 AM,53.973,,,,,
706,06/21/19 01:00:00 AM,52.401,,,,,
707,06/21/19 02:00:00 AM,52.225,,,,,
708,06/21/19 03:00:00 AM,52.750,,,,,
709,06/21/19 04:00:00 AM,53.449,,,,,
710,06/21/19 05:00:00 AM,54.147,,,,,
711,06/21/19 06:00:00 AM,54.147,,,,,
712,06/21/19 07:00:00 AM,54.842,,,,,
713,06/21/19 08:00:00 AM,58.303,,,,,
714,06/21/19 09:00:00 AM,61.912,,,,,
715,06/21/19 10:00:00 AM,75.139,,,,,
716,06/21/19 11:00:00 AM,83.221,,,,,
717,06/21/19 12:00:00 PM,83.579,,,,,
718,06/21/19 01:00:00 PM,77.050,,,,,
719,06/21/19 02:00:00 PM,74.964,,,,,
720,06/21/19 03:00:00 PM,71.683,,,,,
721,06/21/19 04:00:00 PM,70.480,,,,,
722,06/21/19 05:00:00 PM,66.366,,,,,
723,06/21/19 06:00:00 PM,65.167,,,,,
724,06/21/19 07:00:00 PM,61.741,,,,,
725,06/21/19 08:00:00 PM,56.404,,,,,
726,06/21/19 09:00:00 PM,51.874,,,,,
727,06/21/19 10:00:00 PM,49.404,,,,,
728,06/21/19 11:00:00 PM,47.624,,,,,
729,06/22/19 12:00:00 AM,46.188,,,,,
730,06/22/19 01:00:00 AM,45.286,,,,,
731,06/22/19 02:00:00 AM,44.379,,,,,
732,06/22/19 03:00:00 AM,43.831,,,,,
733,06/22/19 04:00:00 AM,42.732,,,,,
734,06/22/19 05:00:00 AM,46.188,,,,,
735,06/22/19 06:00:00 AM,47.802,,,,,
736,06/22/19 07:00:00 AM,49.937,,,,,
737,06/22/19 08:00:00 AM,59.680,,,,,
738,06/22/19 09:00:00 AM,66.879,,,,,
739,06/22/19 10:00:00 AM,76.876,,,,,
740,06/22/19 11:00:00 AM,81.266,,,,,
741,06/22/19 12:00:00 PM,82.686,,,,,
742,06/22/19 01:00:00 PM,82.330,,,,,
743,06/22/19 02:00:00 PM,77.923,,,,,
744,06/22/19 03:00:00 PM,74.619,,,,,
745,06/22/19 04:00:00 PM,73.062,,,,,
746,06/22/19 05:00:00 PM,69.964,,,,,
747,06/22/19 06:00:00 PM,67.050,,,,,
748,06/22/19 07:00:00 PM,65.509,,,,,
749,06/22/19 08:00:00 PM,58.993,,,,,
750,06/22/19 09:00:00 PM,55.537,,,,,
751,06/22/19 10:00:00 PM,55.884,,,,,
752,06/22/19 11:00:00 PM,56.404,,,,,
753,06/23/19 12:00:00 AM,55.537,,,,,
754,06/23/19 01:00:00 AM,54.669,,,,,
755,06/23/19 02:00:00 AM,53.798,,,,,
756,06/23/19 03:00:00 AM,50.995,,,,,
757,06/23/19 04:00:00 AM,49.582,,,,,
758,06/23/19 05:00:00 AM,47.624,,,,,
759,06/23/19 06:00:00 AM,45.648,,,,,
760,06/23/19 07:00:00 AM,46.369,,,,,
761,06/23/19 08:00:00 AM,54.322,,,,,
762,06/23/19 09:00:00 AM,61.227,,,,,
763,06/23/19 10:00:00 AM,66.022,,,,,
764,06/23/19 11:00:00 AM,73.580,,,,,
765,06/23/19 12:00:00 PM,80.735,,,,,
766,06/23/19 01:00:00 PM,81.090,,,,,
767,06/23/19 02:00:00 PM,76.528,,,,,
768,06/23/19 03:00:00 PM,74.098,,,,,
769,06/23/19 04:00:00 PM,72.372,,,,,
770,06/23/19 05:00:00 PM,68.248,,,,,
771,06/23/19 06:00:00 PM,66.366,,,,,
772,06/23/19 07:00:00 PM,64.652,,,,,
773,06/23/19 08:00:00 PM,60.024,,,,,
774,06/23/19 09:00:00 PM,55.884,,,,,
775,06/23/19 10:00:00 PM,53.274,,,,,
776,06/23/19 11:00:00 PM,52.050,,,,,
777,06/24/19 12:00:00 AM,53.973,,,,,
778,06/24/19 01:00:00 AM,54.669,,,,,
779,06/24/19 02:00:00 AM,54.842,,,,,
780,06/24/19 03:00:00 AM,54.669,,,,,
781,06/24/19 04:00:00 AM,54.322,,,,,
782,06/24/19 05:00:00 AM,53.449,,,,,
783,06/24/19 06:00:00 AM,53.274,,,,,
784,06/24/19 07:00:00 AM,55.189,,,,,
785,06/24/19 08:00:00 AM,61.398,,,,,
786,06/24/19 09:00:00 AM,64.825,,,,,
787,06/24/19 10:00:00 AM,62.940,,,,,
788,06/24/19 11:00:00 AM,64.825,,,,,
789,06/24/19 12:00:00 PM,67.906,,,,,
790,06/24/19 01:00:00 PM,74.619,,,,,
791,06/24/19 02:00:00 PM,74.791,,,,,
792,06/24/19 03:00:00 PM,71.512,,,,,
793,06/24/19 04:00:00 PM,72.545,,,,,
794,06/24/19 05:00:00 PM,69.278,,,,,
795,06/24/19 06:00:00 PM,68.934,,,,,
796,06/24/19 07:00:00 PM,64.481,,,,,
797,06/24/19 08:00:00 PM,59.164,,,,,
798,06/24/19 09:00:00 PM,58.303,,,,,
799,06/24/19 10:00:00 PM,57.441,,,,,
800,06/24/19 11:00:00 PM,56.923,,,,,
801,06/25/19 12:00:00 AM,56.577,,,,,
802,06/25/19 01:00:00 AM,55.537,,,,,
803,06/25/19 02:00:00 AM,54.495,,,,,
804,06/25/19 03:00:00 AM,51.699,,,,,
805,06/25/19 04:00:00 AM,50.995,,,,,
806,06/25/19 05:00:00 AM,52.576,,,,,
807,06/25/19 06:00:00 AM,53.449,,,,,
808,06/25/19 07:00:00 AM,54.495,,,,,
809,06/25/19 08:00:00 AM,57.096,,,,,
810,06/25/19 09:00:00 AM,60.195,,,,,
811,06/25/19 10:00:00 AM,72.545,,,,,
812,06/25/19 11:00:00 AM,82.508,,,,,
813,06/25/19 12:00:00 PM,82.330,,,,,
814,06/25/19 01:00:00 PM,77.225,,,,,
815,06/25/19 02:00:00 PM,75.484,,,,,
816,06/25/19 03:00:00 PM,73.234,,,,,
817,06/25/19 04:00:00 PM,73.926,,,,,
818,06/25/19 05:00:00 PM,70.824,,,,,
819,06/25/19 06:00:00 PM,68.592,,,,,
820,06/25/19 07:00:00 PM,65.338,,,,,
821,06/25/19 08:00:00 PM,60.024,,,,,
822,06/25/19 09:00:00 PM,55.364,,,,,
823,06/25/19 10:00:00 PM,50.819,,,,,
824,06/25/19 11:00:00 PM,48.339,,,,,
825,06/26/19 12:00:00 AM,46.548,,,,,
826,06/26/19 01:00:00 AM,45.828,,,,,
827,06/26/19 02:00:00 AM,45.466,,,,,
828,06/26/19 03:00:00 AM,45.104,,,,,
829,06/26/19 04:00:00 AM,44.742,,,,,
830,06/26/19 05:00:00 AM,44.379,,,,,
831,06/26/19 06:00:00 AM,44.013,,,,,
832,06/26/19 07:00:00 AM,44.560,,,,,
833,06/26/19 08:00:00 AM,60.024,,,,,
834,06/26/19 09:00:00 AM,76.181,,,,,
835,06/26/19 10:00:00 AM,76.006,,,,,
836,06/26/19 11:00:00 AM,82.330,,,,,
837,06/26/19 12:00:00 PM,82.330,,,,,
838,06/26/19 01:00:00 PM,81.090,,,,,
839,06/26/19 02:00:00 PM,75.832,,,,,
840,06/26/19 03:00:00 PM,71.512,,,,,
841,06/26/19 04:00:00 PM,70.651,,,,,
842,06/26/19 05:00:00 PM,68.077,,,,,
843,06/26/19 06:00:00 PM,66.537,,,,,
844,06/26/19 07:00:00 PM,66.193,,,,,
845,06/26/19 08:00:00 PM,61.912,,,,,
846,06/26/19 09:00:00 PM,58.131,,,,,
847,06/26/19 10:00:00 PM,53.973,,,,,
848,06/26/19 11:00:00 PM,51.172,,,,,
849,06/27/19 12:00:00 AM,48.871,,,,,
850,06/27/19 01:00:00 AM,47.802,,,,,
851,06/27/19 02:00:00 AM,48.517,,,,,
852,06/27/19 03:00:00 AM,48.517,,,,,
853,06/27/19 04:00:00 AM,49.228,,,,,
854,06/27/19 05:00:00 AM,48.517,,,,,
855,06/27/19 06:00:00 AM,46.008,,,,,
856,06/27/19 07:00:00 AM,45.648,,,,,
857,06/27/19 08:00:00 AM,60.712,,,,,
858,06/27/19 09:00:00 AM,75.832,,,,,
859,06/27/19 10:00:00 AM,80.735,,,,,
860,06/27/19 11:00:00 AM,82.330,,,,,
861,06/27/19 12:00:00 PM,80.382,,,,,
862,06/27/19 01:00:00 PM,80.911,,,,,
863,06/27/19 02:00:00 PM,75.484,,,,,
864,06/27/19 03:00:00 PM,73.407,,,,,
865,06/27/19 04:00:00 PM,76.703,,,,,
866,06/27/19 05:00:00 PM,74.791,,,,,
867,06/27/19 06:00:00 PM,72.718,,,,,
868,06/27/19 07:00:00 PM,66.537,,,,,
869,06/27/19 08:00:00 PM,62.083,,,,,
870,06/27/19 09:00:00 PM,57.096,,,,,
871,06/27/19 10:00:00 PM,54.147,,,,,
872,06/27/19 11:00:00 PM,54.322,,,,,
873,06/28/19 12:00:00 AM,54.147,,,,,
874,06/28/19 01:00:00 AM,53.798,,,,,
875,06/28/19 02:00:00 AM,52.401,,,,,
876,06/28/19 03:00:00 AM,51.874,,,,,
877,06/28/19 04:00:00 AM,51.346,,,,,
878,06/28/19 05:00:00 AM,51.523,,,,,
879,06/28/19 06:00:00 AM,52.050,,,,,
880,06/28/19 07:00:00 AM,53.274,,,,,
881,06/28/19 08:00:00 AM,58.131,,,,,
882,06/28/19 09:00:00 AM,69.964,,,,,
883,06/28/19 10:00:00 AM,70.137,,,,,
884,06/28/19 11:00:00 AM,71.683,,,,,
885,06/28/19 12:00:00 PM,75.832,,,,,
886,06/28/19 01:00:00 PM,76.703,,,,,
887,06/28/19 02:00:00 PM,74.446,,,,,
888,06/28/19 03:00:00 PM,72.718,,,,,
889,06/28/19 04:00:00 PM,73.580,,,,,
890,06/28/19 05:00:00 PM,69.622,,,,,
891,06/28/19 06:00:00 PM,70.651,,,,,
892,06/28/19 07:00:00 PM,69.622,,,,,
893,06/28/19 08:00:00 PM,62.083,,,,,
894,06/28/19 09:00:00 PM,55.711,,,,,
895,06/28/19 10:00:00 PM,51.346,,,,,
896,06/28/19 11:00:00 PM,47.446,,,,,
897,06/29/19 12:00:00 AM,45.104,,,,,
898,06/29/19 01:00:00 AM,43.831,,,,,
899,06/29/19 02:00:00 AM,42.548,,,,,
900,06/29/19 03:00:00 AM,41.439,,,,,
901,06/29/19 04:00:00 AM,40.509,,,,,
902,06/29/19 05:00:00 AM,39.384,,,,,
903,06/29/19 06:00:00 AM,39.196,,,,,
904,06/29/19 07:00:00 AM,40.134,,,,,
905,06/29/19 08:00:00 AM,56.577,,,,,
906,06/29/19 09:00:00 AM,71.683,,,,,
907,06/29/19 10:00:00 AM,80.029,,,,,
908,06/29/19 11:00:00 AM,78.449,,,,,
909,06/29/19 12:00:00 PM,81.266,,,,,
910,06/29/19 01:00:00 PM,77.749,,,,,
911,06/29/19 02:00:00 PM,76.181,,,,,
912,06/29/19 03:00:00 PM,75.139,,,,,
913,06/29/19 04:00:00 PM,76.181,,,,,
914,06/29/19 05:00:00 PM,71.683,,,,,
915,06/29/19 06:00:00 PM,69.622,,,,,
916,06/29/19 07:00:00 PM,67.906,,,,,
917,06/29/19 08:00:00 PM,60.883,,,,,
918,06/29/19 09:00:00 PM,55.364,,,,,
919,06/29/19 10:00:00 PM,51.523,,,,,
920,06/29/19 11:00:00 PM,48.871,,,,,
921,06/30/19 12:00:00 AM,47.446,,,,,
922,06/30/19 01:00:00 AM,45.828,,,,,
923,06/30/19 02:00:00 AM,45.104,,,,,
924,06/30/19 03:00:00 AM,44.742,,,,,
925,06/30/19 04:00:00 AM,44.379,,,,,
926,06/30/19 05:00:00 AM,42.915,,,,,
927,06/30/19 06:00:00 AM,41.625,,,,,
928,06/30/19 07:00:00 AM,42.915,,,,,
929,06/30/19 08:00:00 AM,58.820,,,,,
930,06/30/19 09:00:00 AM,74.446,,,,,
931,06/30/19 10:00:00 AM,79.326,,,,,
932,06/30/19 11:00:00 AM,82.330,,,,,
933,06/30/19 12:00:00 PM,80.559,,,,,
934,06/30/19 01:00:00 PM,77.749,,,,,
935,06/30/19 02:00:00 PM,73.234,,,,,
936,06/30/19 03:00:00 PM,71.512,,,,,
937,06/30/19 04:00:00 PM,71.168,,,,,
938,06/30/19 05:00:00 PM,68.421,,,,,
939,06/30/19 06:00:00 PM,67.564,,,,,
940,06/30/19 07:00:00 PM,64.825,,,,,
941,06/30/19 08:00:00 PM,58.820,,,,,
942,06/30/19 09:00:00 PM,55.189,,,,,
943,06/30/19 10:00:00 PM,51.172,,,,,
944,06/30/19 11:00:00 PM,49.228,,,,,
945,07/01/19 12:00:00 AM,47.624,,,,,
946,07/01/19 01:00:00 AM,48.160,,,,,
947,07/01/19 02:00:00 AM,47.266,,,,,
948,07/01/19 03:00:00 AM,44.560,,,,,
949,07/01/19 04:00:00 AM,43.466,,,,,
950,07/01/19 05:00:00 AM,44.013,,,,,
951,07/01/19 06:00:00 AM,42.548,,,,,
952,07/01/19 07:00:00 AM,43.831,,,,,
953,07/01/19 08:00:00 AM,58.131,,,,,
954,07/01/19 09:00:00 AM,74.446,,,,,
955,07/01/19 10:00:00 AM,78.449,,,,,
956,07/01/19 11:00:00 AM,79.678,,,,,
957,07/01/19 12:00:00 PM,79.151,,,,,
958,07/01/19 01:00:00 PM,80.382,,,,,
959,07/01/19 02:00:00 PM,76.528,,,,,
960,07/01/19 03:00:00 PM,74.271,,,,,
961,07/01/19 04:00:00 PM,74.271,,,,,
962,07/01/19 05:00:00 PM,70.308,,,,,
963,07/01/19 06:00:00 PM,68.934,,,,,
964,07/01/19 07:00:00 PM,66.022,,,,,
965,07/01/19 08:00:00 PM,61.398,,,,,
966,07/01/19 09:00:00 PM,55.711,,,,,
967,07/01/19 10:00:00 PM,52.225,,,,,
968,07/01/19 11:00:00 PM,49.937,,,,,
969,07/02/19 12:00:00 AM,48.517,,,,,
970,07/02/19 01:00:00 AM,47.446,,,,,
971,07/02/19 02:00:00 AM,46.548,,,,,
972,07/02/19 03:00:00 AM,45.648,,,,,
973,07/02/19 04:00:00 AM,45.104,,,,,
974,07/02/19 05:00:00 AM,44.922,,,,,
975,07/02/19 06:00:00 AM,44.742,,,,,
976,07/02/19 07:00:00 AM,45.286,,,,,
977,07/02/19 08:00:00 AM,59.508,,,,,
978,07/02/19 09:00:00 AM,74.791,,,,,
979,07/02/19 10:00:00 AM,80.559,,,,,
980,07/02/19 11:00:00 AM,83.043,,,,,
981,07/02/19 12:00:00 PM,81.266,,,,,
982,07/02/19 01:00:00 PM,80.735,,,,,
983,07/02/19 02:00:00 PM,76.006,,,,,
984,07/02/19 03:00:00 PM,73.926,,,,,
985,07/02/19 04:00:00 PM,72.545,,,,,
986,07/02/19 05:00:00 PM,68.934,,,,,
987,07/02/19 06:00:00 PM,72.199,,,,,
988,07/02/19 07:00:00 PM,68.248,,,,,
989,07/02/19 08:00:00 PM,61.398,,,,,
990,07/02/19 09:00:00 PM,58.820,,,,,
991,07/02/19 10:00:00 PM,56.577,,,,,
992,07/02/19 11:00:00 PM,53.798,,,,,
993,07/03/19 12:00:00 AM,51.346,,,,,
994,07/03/19 01:00:00 AM,49.937,,,,,
995,07/03/19 02:00:00 AM,48.517,,,,,
996,07/03/19 03:00:00 AM,47.624,,,,,
997,07/03/19 04:00:00 AM,46.548,,,,,
998,07/03/19 05:00:00 AM,46.908,,,,,
999,07/03/19 06:00:00 AM,48.517,,,,,
1000,07/03/19 07:00:00 AM,47.802,,,,,
1001,07/03/19 08:00:00 AM,64.139,,,,,
1002,07/03/19 09:00:00 AM,76.528,,,,,
1003,07/03/19 10:00:00 AM,78.800,,,,,
1004,07/03/19 11:00:00 AM,78.975,,,,,
1005,07/03/19 12:00:00 PM,78.274,,,,,
1006,07/03/19 01:00:00 PM,77.923,,,,,
1007,07/03/19 02:00:00 PM,76.703,,,,,
1008,07/03/19 03:00:00 PM,72.718,,,,,
1009,07/03/19 04:00:00 PM,72.028,,,,,
1010,07/03/19 05:00:00 PM,67.906,,,,,
1011,07/03/19 06:00:00 PM,66.879,,,,,
1012,07/03/19 07:00:00 PM,63.968,,,,,
1013,07/03/19 08:00:00 PM,58.820,,,,,
1014,07/03/19 09:00:00 PM,57.268,,,,,
1015,07/03/19 10:00:00 PM,54.322,,,,,
1016,07/03/19 11:00:00 PM,51.172,,,,,
1017,07/04/19 12:00:00 AM,49.582,,,,,
1018,07/04/19 01:00:00 AM,49.050,,,,,
1019,07/04/19 02:00:00 AM,49.759,,,,,
1020,07/04/19 03:00:00 AM,51.874,,,,,
1021,07/04/19 04:00:00 AM,52.050,,,,,
1022,07/04/19 05:00:00 AM,51.874,,,,,
1023,07/04/19 06:00:00 AM,52.925,,,,,
1024,07/04/19 07:00:00 AM,55.189,,,,,
1025,07/04/19 08:00:00 AM,59.851,,,,,
1026,07/04/19 09:00:00 AM,70.824,,,,,
1027,07/04/19 10:00:00 AM,74.098,,,,,
1028,07/04/19 11:00:00 AM,80.559,,,,,
1029,07/04/19 12:00:00 PM,80.382,,,,,
1030,07/04/19 01:00:00 PM,78.624,,,,,
1031,07/04/19 02:00:00 PM,73.062,,,,,
1032,07/04/19 03:00:00 PM,70.995,,,,,
1033,07/04/19 04:00:00 PM,69.964,,,,,
1034,07/04/19 05:00:00 PM,64.825,,,,,
1035,07/04/19 06:00:00 PM,63.797,,,,,
1036,07/04/19 07:00:00 PM,60.368,,,,,
1037,07/04/19 08:00:00 PM,56.750,,,,,
1038,07/04/19 09:00:00 PM,53.274,,,,,
1039,07/04/19 10:00:00 PM,50.995,,,,,
1040,07/04/19 11:00:00 PM,53.100,,,,,
1041,07/05/19 12:00:00 AM,54.147,,,,,
1042,07/05/19 01:00:00 AM,54.147,,,,,
1043,07/05/19 02:00:00 AM,54.322,,,,,
1044,07/05/19 03:00:00 AM,53.973,,,,,
1045,07/05/19 04:00:00 AM,53.623,,,,,
1046,07/05/19 05:00:00 AM,53.449,,,,,
1047,07/05/19 06:00:00 AM,53.100,,,,,
1048,07/05/19 07:00:00 AM,53.623,,,,,
1049,07/05/19 08:00:00 AM,55.884,,,,,
1050,07/05/19 09:00:00 AM,59.508,,,,,
1051,07/05/19 10:00:00 AM,66.022,,,,,
1052,07/05/19 11:00:00 AM,67.392,,,,,
1053,07/05/19 12:00:00 PM,70.824,,,,,
1054,07/05/19 01:00:00 PM,76.876,,,,,
